Nombre,Equipo,Precio,Puntos,Partidos,Minutos,Goles,Asistencias,Asistencias sin Gol,Centros,Despejes,Remates,Tiros,Recuperaciones,Perdidas,Penaltis fallados,Goles en contra,Rojas,Paradas,Penaltis cometidos,Amarillas,Seguna Amarilla,Penaltis provocados,Penaltis parados,Goles en PP
Mata,Getafe CF,575.933€,96,27,1978,1,4,6,22,19,27,5,148,408,0,33,0,0,2,4,0,0,0,0
Hugo Mallo,RC Celta,502.360€,95,35,2050,5,0,1,3,15,4,20,69,298,1,22,1,0,0,10,0,0,0,0
Yuri,Athletic Club,497.261€,95,32,2603,3,1,5,11,61,17,11,181,497,0,44,0,0,2,8,0,1,0,0
Raúl García,Athletic Club,1.636.174€,95,26,1684,1,3,2,19,24,17,6,120,279,0,19,0,0,0,3,0,1,0,0
Diakhaby,Valencia CF,3.034.163€,94,35,1743,5,1,1,1,18,7,15,58,283,1,28,1,0,0,6,1,0,0,0
Rodrygo,Real Madrid,544.873€,94,29,2013,1,0,0,0,98,7,4,132,166,0,32,1,0,1,4,0,0,0,0
Joaquín F,Real Valladolid,979.482€,94,29,980,1,6,5,4,1,17,5,47,154,0,4,0,0,0,0,0,0,0,0
Salvi Sánchez,Cádiz CF,510.510€,93,29,2076,1,0,0,0,107,0,3,144,176,0,36,0,0,1,8,0,1,0,0
Munir,Sevilla FC,478.305€,93,29,1947,2,0,1,25,18,12,6,118,364,0,31,0,0,1,5,0,0,0,0
Aleñá,Getafe CF,553.324€,93,34,837,4,2,2,4,6,14,13,61,121,0,2,0,0,0,2,0,0,0,0
Ángel,Getafe CF,1.094.651€,92,37,1414,2,2,4,17,1,22,8,77,266,0,21,0,0,0,2,0,0,0,0
Milla,Granada CF,477.029€,92,37,1363,5,0,1,1,8,11,14,37,199,1,22,0,0,0,4,0,1,0,0
Óscar Duarte,Levante UD,839.563€,92,17,1258,1,1,6,17,15,20,3,103,157,0,22,0,0,0,1,0,0,0,0
M Mauro,Cádiz CF,493.102€,92,36,2063,1,0,0,0,96,3,3,147,211,0,36,0,0,1,2,0,0,0,0
Rochina,Levante UD,520.057€,91,30,1828,2,0,0,0,74,0,4,96,90,0,31,1,0,1,2,0,0,0,0
Josema,Elche CF,506.542€,91,32,1406,0,1,2,17,6,30,7,150,321,0,16,0,0,0,5,0,0,0,0
Yunus,Valencia CF,493.147€,91,37,1966,0,1,1,8,83,9,0,130,258,0,35,0,0,0,4,0,0,0,0
Cucho Hernández,Getafe CF,491.315€,90,37,1531,1,0,2,4,10,31,3,96,217,0,25,0,0,0,2,0,0,0,0
Dani Calvo,Elche CF,535.925€,90,23,1474,2,3,1,7,7,29,11,85,304,0,17,0,0,0,5,0,0,0,0
Sergi Enrich,SD Eibar,481.677€,90,36,1778,2,0,0,0,67,2,4,92,147,0,27,0,0,0,3,0,0,0,0
Masip,Real Valladolid,482.745€,90,32,1402,3,0,0,2,5,7,17,64,189,1,11,0,0,0,1,0,1,0,0
Luuk de Jong,Sevilla FC,688.814€,89,34,2250,0,0,0,0,18,0,0,204,375,0,40,0,76,0,3,0,0,0,0
Iván Villar,RC Celta,542.220€,89,38,1262,4,0,2,0,15,9,12,43,150,0,13,0,0,0,3,0,0,0,0
Sancet,Athletic Club,757.339€,89,38,1779,0,0,0,0,35,0,0,163,271,0,30,0,48,1,1,0,0,1,0
Dani García,Athletic Club,825.987€,89,38,1032,2,2,2,1,6,18,6,52,154,0,6,0,0,0,2,0,0,0,0
Vesga,Athletic Club,606.626€,88,35,1920,0,1,1,1,33,6,1,181,193,0,25,0,0,1,8,0,0,0,0
Sergio Ramos,Real Madrid,531.535€,88,37,1720,0,1,2,0,35,8,5,142,240,0,24,0,0,0,7,0,0,0,0
Sergi Guardiola,Real Valladolid,27.209.161€,88,16,1276,2,0,1,1,39,5,6,102,99,0,13,0,0,1,3,0,1,0,0
Enes Ünal,Getafe CF,563.581€,87,33,1793,1,2,3,7,16,25,12,66,314,1,22,0,0,0,5,0,1,0,0
Mario,Villarreal CF,490.729€,87,30,1369,4,2,2,0,15,16,10,41,261,0,14,0,0,0,4,0,1,0,0
Papu Gómez,Sevilla FC,764.005€,86,26,1852,0,2,4,10,42,12,4,91,240,0,21,1,0,1,3,0,1,0,0
Torró,C.A. Osasuna,13.365.033€,86,18,916,3,1,1,12,3,11,10,56,127,0,6,0,0,0,0,0,1,0,0
Bacca,Villarreal CF,485.515€,86,25,1546,0,1,0,1,40,10,8,125,200,0,21,0,0,0,4,0,0,0,0
Vencedor,Athletic Club,651.074€,85,32,779,5,0,2,0,2,5,12,22,106,0,8,0,0,0,1,0,0,0,0
Jota Peleteiro,D. Alavés,524.370€,85,37,1704,0,0,0,0,14,6,0,141,227,0,18,0,0,0,6,0,1,0,0
Joel Robles,Real Betis,495.729€,84,30,1408,0,2,5,9,9,17,2,92,211,0,18,0,0,0,3,1,0,0,0
Piqué,FC Barcelona,535.370€,84,37,1620,0,0,0,0,13,0,0,142,202,0,25,0,38,1,2,0,0,1,0
Ontiveros,SD Huesca,27.535.770€,84,20,1485,0,0,1,0,44,2,2,114,85,0,20,0,0,0,4,0,0,0,0
Damián,Getafe CF,501.185€,83,28,914,2,1,3,13,5,34,10,78,172,0,18,0,0,0,5,0,0,0,0
Trincao,FC Barcelona,522.800€,83,34,2425,1,0,0,28,33,22,3,179,542,0,30,0,0,1,11,1,0,0,0
Kubo,Getafe CF,557.935€,83,38,683,3,2,0,1,2,27,12,33,121,0,7,0,0,0,1,0,0,0,0
Lodi,Atlético de Madrid,590.417€,82,37,1080,1,1,2,4,7,27,12,68,195,0,13,0,0,0,2,1,0,0,0
Manu Vallejo,Valencia CF,1.125.165€,82,35,1122,1,2,4,20,14,19,3,90,210,0,11,0,0,0,3,0,0,0,0
Foulquier,Granada CF,476.227€,82,38,920,3,0,2,2,2,8,11,39,128,0,15,0,0,0,2,0,1,0,0
Álex Moreno,Real Betis,524.810€,81,32,2580,0,4,2,6,44,28,3,154,400,0,48,0,0,1,7,0,0,0,1
Braithwaite,FC Barcelona,569.293€,80,35,1786,0,2,5,8,45,27,3,166,329,0,32,0,0,1,4,0,0,0,0
De Marcos,Athletic Club,627.516€,80,32,1161,2,2,3,1,6,9,7,48,111,1,12,0,0,0,3,0,0,0,0
Domingos Duarte,Granada CF,628.927€,79,31,1518,1,2,3,8,26,6,5,98,235,0,22,0,0,0,2,0,0,0,0
Toni Villa,Real Valladolid,506.524€,79,29,2289,1,0,0,1,82,1,2,147,226,0,47,1,0,1,5,0,0,0,0
Militão,Real Madrid,483.300€,79,36,969,2,0,1,8,2,23,5,58,190,0,11,0,0,0,2,0,2,0,0
Marcos André,Real Valladolid,19.097.763€,79,27,1134,1,0,0,1,40,2,3,89,89,0,7,1,0,1,3,0,0,0,0
Pere Pons,D. Alavés,501.445€,78,23,1171,4,1,1,0,10,11,15,32,160,0,21,0,0,0,3,0,1,0,0
Aidoo,RC Celta,546.631€,78,26,1180,2,0,2,3,9,8,4,75,140,0,21,0,0,0,1,0,0,0,0
Miranda,Real Betis,504.711€,78,36,1283,0,0,1,0,87,2,0,115,131,0,22,0,0,0,3,0,0,0,0
Guardado,Real Betis,682.360€,78,32,1560,1,2,2,9,45,4,3,83,274,0,17,0,0,0,4,0,0,0,0
Montoro,Granada CF,535.029€,77,24,1321,1,0,0,1,16,13,5,137,163,0,20,0,0,0,4,0,0,0,0
Barragán,Elche CF,488.214€,77,24,1356,1,1,5,27,18,4,2,95,239,0,21,0,0,0,6,0,0,0,0
El Yamiq,Real Valladolid,498.331€,77,32,2237,0,3,1,11,59,9,0,119,265,0,35,0,0,1,8,0,1,0,0
Esteban Burgos,SD Eibar,523.882€,77,23,1376,0,1,0,0,96,2,2,138,151,0,22,0,0,1,6,0,0,0,0
Postigo,Levante UD,523.723€,76,36,1116,3,1,1,0,53,1,5,91,149,1,16,0,0,0,5,0,0,0,0
Kondogbia,Atlético de Madrid,478.271€,76,30,1624,0,0,0,2,84,3,0,123,159,0,28,0,0,0,4,0,0,0,1
Miramón,Levante UD,653.395€,75,34,990,0,0,0,0,16,19,4,114,99,0,12,0,0,0,4,0,0,0,0
Sergio Álvarez,SD Eibar,531.864€,75,32,1734,0,3,3,15,43,16,0,150,269,0,34,0,0,0,1,0,1,0,0
Diego Lainez,Real Betis,474.999€,74,38,1564,0,0,1,1,20,8,2,127,202,0,28,0,0,0,3,0,0,0,0
Rober Correa,SD Eibar,512.046€,74,30,839,0,2,0,6,5,26,4,60,145,0,5,0,0,0,5,0,0,0,0
Andrés Fdez,SD Huesca,496.966€,74,22,1138,0,2,2,18,28,13,0,97,228,0,10,0,0,0,3,0,1,0,0
William Carvalho,Real Betis,563.509€,73,35,1440,0,0,0,0,13,3,0,121,176,0,21,0,34,0,0,0,0,0,0
Gameiro,Valencia CF,508.809€,73,30,1134,2,0,1,0,13,18,6,100,174,0,22,0,0,0,4,1,0,0,0
Isco,Real Madrid,478.070€,72,30,1069,4,1,1,0,3,4,8,22,113,0,17,0,0,0,0,0,0,0,0
Carlos Neva,Granada CF,671.292€,72,34,898,0,2,2,6,2,31,4,49,154,0,10,0,0,0,1,0,0,0,0
Sobrino,Cádiz CF,496.105€,72,26,1800,0,0,0,7,39,5,1,94,227,0,26,0,0,0,1,0,0,0,0
Jony,C.A. Osasuna,477.402€,72,37,1159,1,0,3,3,11,17,5,71,153,0,17,0,0,0,3,0,1,0,0
Jairo,Cádiz CF,494.328€,72,27,930,0,2,4,25,3,17,4,55,261,0,13,0,0,0,0,0,0,0,0
Timor,Getafe CF,482.391€,71,33,1267,1,0,1,8,7,15,3,107,181,0,28,0,0,0,3,0,0,0,0
Rubén Blanco,RC Celta,474.857€,71,35,1386,0,0,3,12,31,2,6,95,254,0,14,1,0,0,5,0,0,0,1
Muto,SD Eibar,529.509€,70,20,1639,0,0,0,0,10,0,0,125,195,0,27,1,34,0,0,0,0,0,0
Iñigo Pérez,C.A. Osasuna,474.975€,69,30,1119,1,1,2,0,1,15,6,48,154,0,18,0,0,0,1,0,1,0,0
Gonalons,Granada CF,478.420€,69,27,1351,0,0,2,9,6,2,2,106,228,0,16,0,0,0,2,1,0,0,0
Cheryshev,Valencia CF,491.711€,69,26,1392,0,1,2,0,19,17,1,145,155,0,26,1,0,1,7,0,0,0,0
Estupiñán,Villarreal CF,484.731€,68,24,1162,0,2,2,9,17,8,7,74,190,0,21,0,0,0,3,0,1,0,0
Pozo,SD Eibar,516.808€,68,31,1157,0,0,3,21,13,8,5,117,211,0,14,0,0,1,1,0,1,0,0
Sergi Roberto,FC Barcelona,476.153€,67,33,2187,0,0,1,14,32,14,1,163,386,0,38,0,0,0,4,0,0,0,0
Cillessen,Valencia CF,2.405.794€,67,16,944,1,2,3,4,17,7,1,71,101,0,13,0,0,0,1,0,0,0,0
San Emeterio,Real Valladolid,1.092.376€,67,15,900,0,0,0,0,3,0,0,82,129,0,11,0,34,0,0,0,0,1,0
Radoja,Levante UD,474.980€,67,33,1461,0,0,0,1,32,3,0,103,126,0,23,0,0,1,7,0,0,0,0
Capoue,Villarreal CF,475.180€,67,25,1117,0,2,1,1,12,11,0,107,115,0,22,0,0,0,1,0,0,0,0
Okazaki,SD Huesca,551.717€,67,18,1195,1,0,0,0,20,12,3,76,101,0,14,1,0,2,5,0,0,0,0
Bartra,Real Betis,474.924€,67,34,1127,1,1,0,0,6,4,6,25,99,0,14,0,0,0,1,0,0,0,0
Juan Cruz,C.A. Osasuna,924.570€,66,24,1605,0,1,1,0,66,7,4,122,208,0,26,0,0,4,3,0,0,0,0
Sergio León,Levante UD,487.766€,66,36,1966,0,0,0,9,43,7,0,113,309,0,29,0,0,1,4,0,0,0,0
Pedro León,SD Eibar,486.049€,66,35,732,2,0,0,0,1,1,7,29,95,0,9,0,0,0,0,0,0,0,0
Balenziaga,Athletic Club,477.722€,66,37,935,1,2,3,29,1,14,6,41,203,0,15,0,0,0,2,0,0,0,0
Borja García,SD Huesca,616.984€,66,37,1689,0,1,1,10,38,10,1,91,273,0,23,0,0,0,0,0,0,0,0
Diego Glez,Elche CF,475.897€,65,35,1119,1,0,1,3,4,19,3,71,146,0,18,0,0,0,0,0,0,0,0
Loren,Real Betis,474.866€,65,28,1279,1,0,0,0,48,6,2,91,89,0,20,0,0,0,5,0,0,0,1
Rigoni,Elche CF,484.940€,64,36,984,1,0,0,2,13,11,4,23,145,0,14,0,0,0,3,0,1,0,0
Carrillo,Elche CF,475.078€,64,29,1140,1,1,2,11,10,14,9,56,185,0,22,0,0,0,5,0,0,0,0
Bigas,SD Eibar,475.026€,64,22,1000,3,2,1,1,14,7,9,28,131,0,18,0,0,0,3,0,0,0,0
Insua,SD Huesca,478.890€,63,27,1529,0,0,0,0,53,1,0,119,209,0,22,0,0,2,1,0,0,0,0
Michel,Real Valladolid,474.855€,61,29,1588,0,0,0,0,65,3,0,84,115,0,25,0,0,0,9,0,0,0,0
Deyverson,D. Alavés,488.718€,61,36,942,2,0,0,13,7,6,5,94,173,0,21,0,0,0,3,0,0,0,0
Marcelo,Real Madrid,474.970€,61,36,870,1,3,3,2,12,8,2,56,202,0,12,0,0,0,4,0,0,0,0
Gudelj,Sevilla FC,720.364€,61,33,1052,0,2,4,14,9,12,1,76,201,0,10,0,0,1,3,0,0,0,0
Rubén Peña,Villarreal CF,483.668€,61,37,1024,0,0,0,1,23,3,1,71,68,0,13,0,0,0,8,0,0,0,0
Coutinho,FC Barcelona,493.383€,60,26,1111,1,1,1,7,13,30,2,69,214,0,15,0,0,0,1,0,0,0,0
I Alejo,Cádiz CF,677.500€,60,13,655,2,2,1,5,1,10,12,26,97,0,7,0,0,0,0,0,0,0,0
Saidy Janko,Real Valladolid,474.854€,60,35,815,1,1,1,13,7,13,5,45,161,0,13,0,0,0,5,0,0,0,0
Roberto López,Real Sociedad,511.430€,60,22,1224,0,1,0,11,40,19,1,73,204,0,16,0,0,0,4,0,0,0,0
Sergio Gómez,SD Huesca,474.898€,59,36,497,3,0,2,7,4,5,5,41,86,0,6,0,0,0,0,0,0,0,0
Malbasic,Cádiz CF,474.975€,59,38,770,0,1,1,13,6,19,2,60,170,0,14,0,0,0,1,0,0,0,0
Hazard,Real Madrid,477.079€,58,38,850,0,1,1,3,1,7,1,26,130,0,12,0,0,0,2,0,0,0,0
Pedro López,SD Huesca,12.316.396€,58,15,532,3,2,1,1,0,12,5,21,77,0,4,0,0,0,0,0,0,0,0
Solari,RC Celta,493.193€,57,33,1061,0,1,3,10,22,7,0,67,145,0,14,0,0,0,2,0,0,0,0
Odriozola,Real Madrid,528.071€,57,15,446,2,2,2,8,5,8,4,41,74,0,4,0,0,0,2,0,0,0,0
Doumbia,SD Huesca,2.476.254€,56,26,830,2,0,0,10,9,7,2,41,97,0,8,0,0,0,0,0,0,0,0
Guridi,Real Sociedad,485.671€,56,31,770,0,0,0,0,9,12,0,63,54,0,12,0,0,0,4,0,0,0,0
Héctor Herrera,Atlético de Madrid,499.261€,56,26,826,0,1,1,1,8,12,2,54,103,0,10,0,0,0,2,0,1,0,0
Carvajal,Real Madrid,523.366€,55,24,680,0,1,1,0,7,4,2,73,83,0,4,0,0,0,2,0,0,0,0
Róber Pier,Levante UD,5.671.006€,55,13,952,0,2,2,8,18,7,2,74,164,0,6,0,0,1,5,0,0,0,0
Aarón Martín,RC Celta,505.777€,54,32,1428,0,1,1,0,47,5,0,131,172,0,25,1,0,0,3,0,0,0,0
Ansu Fati,FC Barcelona,572.805€,54,21,1541,0,3,1,4,33,15,1,83,222,0,27,0,0,0,1,0,0,0,0
Iborra,Villarreal CF,990.762€,53,7,435,4,0,4,2,0,11,7,16,69,0,5,0,0,0,1,0,2,0,0
Coquelin,Villarreal CF,486.256€,53,13,928,0,0,0,0,23,3,0,81,73,0,5,0,0,0,4,0,0,0,0
Manu Sánchez,C.A. Osasuna,487.278€,53,24,728,0,0,1,0,12,12,0,86,74,0,12,0,0,0,4,0,0,0,0
Roncaglia,C.A. Osasuna,492.905€,53,29,1023,0,5,3,10,11,7,1,64,189,0,13,0,0,0,4,0,0,0,0
Manu García,D. Alavés,483.205€,53,28,1235,1,1,1,4,23,5,2,121,193,0,19,0,0,1,1,1,0,0,0
Fer Niño,Villarreal CF,474.844€,53,31,1113,0,0,1,1,20,4,2,65,143,0,16,0,0,1,7,1,0,0,0
Brasanac,C.A. Osasuna,494.141€,52,36,591,3,0,0,1,2,8,8,21,69,0,10,0,0,0,1,0,0,0,0
Campaña,Levante UD,483.300€,52,21,905,2,0,0,2,9,4,4,49,122,0,12,0,0,0,4,0,0,0,0
Enric Gallego,C.A. Osasuna,571.381€,52,9,747,1,2,5,15,5,23,5,60,170,0,13,0,0,0,1,0,0,0,0
Martín,D. Alavés,474.905€,52,37,802,0,2,1,0,9,6,4,27,167,0,9,0,0,0,2,0,0,0,0
Nacho,Real Valladolid,479.432€,51,38,1551,0,1,0,17,30,2,0,105,237,0,31,0,0,0,1,0,0,0,0
Garrido,Cádiz CF,485.085€,51,37,1813,0,1,1,14,34,9,1,159,359,0,34,1,0,1,3,0,0,0,0
Eteki,Granada CF,474.844€,51,36,791,0,0,0,1,13,2,1,58,62,0,18,0,0,0,1,0,1,0,0
Coke,Levante UD,485.343€,51,35,1330,0,0,0,0,16,7,3,90,111,0,29,1,0,2,3,0,0,0,0
Escriche,SD Huesca,486.855€,51,37,839,0,0,1,2,24,4,2,62,108,0,13,0,0,1,1,0,0,0,0
Yéremi Pino,Villarreal CF,474.841€,49,35,849,1,1,1,1,2,15,4,63,148,0,22,1,0,0,5,0,1,0,0
R Yáñez,Getafe CF,482.084€,49,17,501,2,0,0,0,2,18,3,22,87,0,5,0,0,0,1,0,1,0,0
Vallejo,Granada CF,546.239€,49,38,900,0,0,0,0,5,0,0,83,111,0,12,0,19,0,2,0,0,0,0
Pjanic,FC Barcelona,475.473€,49,25,1348,0,0,0,1,49,4,0,70,154,0,23,1,0,1,2,0,0,0,0
Unai García,C.A. Osasuna,514.602€,48,36,619,0,0,0,2,5,7,3,64,89,0,6,0,0,0,1,0,0,0,0
Óscar Rodríguez,Sevilla FC,489.769€,48,37,1241,0,0,1,0,37,5,1,90,112,0,22,0,0,0,3,0,0,0,1
Lekue,Athletic Club,487.585€,48,34,499,0,0,1,9,1,13,2,50,111,0,7,0,0,0,1,0,0,0,0
Son,Levante UD,503.645€,48,35,634,0,0,0,6,19,13,1,46,126,0,6,0,0,0,1,0,0,0,0
Akapo,Cádiz CF,478.904€,48,38,1091,0,0,0,20,16,11,5,76,203,0,18,0,0,0,3,0,0,0,0
Kévin Rodrigues,SD Eibar,482.739€,47,27,866,1,0,0,3,26,7,1,71,146,0,8,0,0,0,1,1,0,0,0
Aihen,Real Sociedad,474.931€,47,30,1093,1,1,0,8,11,11,4,85,262,0,21,0,0,0,1,0,0,0,0
Cabaco,Getafe CF,474.984€,46,27,1210,0,1,0,14,26,10,1,63,264,0,13,0,0,0,6,0,0,0,0
Mfulu,Elche CF,474.902€,46,24,1330,0,0,0,1,46,0,0,82,188,0,19,0,0,0,8,1,0,0,0
Torreira,Atlético de Madrid,483.337€,46,31,788,0,0,0,0,18,1,0,45,59,0,13,0,0,0,4,0,0,0,0
Rafa Soares,SD Eibar,482.757€,46,32,504,1,0,1,0,8,1,1,49,49,0,4,0,0,0,2,0,0,0,0
Adrián López,C.A. Osasuna,474.843€,45,38,1130,0,1,1,20,29,4,0,89,237,0,17,0,0,0,2,0,0,0,0
Recio,SD Eibar,475.312€,44,28,475,1,1,0,1,3,10,3,23,99,0,5,0,0,0,0,0,0,0,0
Borja Sainz,D. Alavés,479.484€,44,30,729,1,0,0,16,1,9,3,39,113,0,14,0,0,0,5,0,0,0,0
Neto,FC Barcelona,474.913€,44,37,438,1,0,1,2,0,10,4,41,76,0,9,0,0,0,1,0,0,0,0
Juanmi,Real Betis,962.269€,44,35,630,0,0,0,0,6,0,0,46,33,0,6,0,18,0,0,0,0,0,0
Sergi Gómez,Sevilla FC,474.886€,43,30,599,2,0,0,0,4,5,6,24,64,0,14,0,0,0,1,0,0,0,0
Baeza,RC Celta,576.024€,43,33,722,0,0,0,0,32,0,0,32,38,0,6,0,0,0,2,0,0,0,0
Aleix Vidal,Sevilla FC,475.806€,42,38,529,1,0,1,5,3,2,4,24,68,0,13,0,0,0,0,0,0,0,0
Quini,Granada CF,479.369€,42,31,591,0,1,1,2,6,4,0,50,95,0,1,0,0,0,2,0,0,0,0
Umtiti,FC Barcelona,490.939€,42,21,1096,1,0,0,6,31,12,3,90,199,0,26,0,0,0,4,0,0,0,0
Carlos Fernández,Real Sociedad,559.400€,41,27,640,0,0,0,0,14,1,1,46,43,0,4,0,0,0,1,0,0,0,0
Funes Mori,Villarreal CF,482.531€,40,22,528,1,2,2,0,7,5,5,28,91,0,7,0,0,1,5,0,0,0,0
Merquelanz,Real Sociedad,486.521€,40,36,726,0,0,0,0,44,1,1,58,72,0,10,0,0,0,1,0,0,0,0
Miguel Atienza,SD Eibar,474.891€,39,29,540,0,1,3,14,4,6,4,33,111,0,12,0,0,0,0,0,0,0,0
Ibai,Athletic Club,481.712€,39,17,837,0,0,0,1,12,1,0,66,82,0,17,0,0,0,1,0,0,0,0
Mariano,Real Madrid,490.692€,39,24,419,0,1,2,7,2,4,0,21,61,0,5,0,0,0,0,0,0,0,0
Etxeita,Getafe CF,482.855€,38,26,507,1,0,0,0,3,6,6,11,64,0,4,0,0,0,0,0,0,0,0
Pombo,Cádiz CF,484.479€,38,36,881,0,0,1,0,37,1,0,60,129,0,11,0,0,0,3,0,0,0,1
Foyth,Villarreal CF,478.523€,37,37,519,1,0,1,2,3,15,5,36,103,0,7,0,0,0,1,0,0,0,0
K Rekik,Sevilla FC,475.407€,37,23,1168,0,0,0,1,19,19,0,81,113,0,21,0,0,1,5,0,0,0,0
Kenan Kodro,Real Valladolid,480.247€,37,35,651,0,0,0,1,16,2,0,30,72,0,4,0,0,0,2,0,0,0,0
Escudero,Sevilla FC,486.671€,36,28,494,1,0,0,0,6,4,5,8,68,0,10,0,0,0,3,0,2,0,0
Mojica,Elche CF,594.407€,36,22,568,1,0,0,8,6,2,1,34,72,0,3,0,0,0,3,0,0,0,0
Luis Pérez,Real Valladolid,477.914€,36,16,1113,0,0,1,10,22,13,2,103,241,0,20,0,0,1,3,0,0,0,0
Chakla,Getafe CF,478.545€,35,35,1296,0,0,0,8,44,5,0,84,220,0,26,0,0,1,1,0,0,0,0
Tachi,D. Alavés,483.627€,35,26,908,0,0,0,0,47,0,1,73,110,0,14,0,0,3,5,0,0,0,1
Toño,Levante UD,476.536€,35,32,847,0,0,0,0,30,0,0,32,100,0,14,0,0,0,3,1,1,0,0
José Ángel Cote,SD Eibar,481.014€,35,36,729,0,2,0,2,12,8,0,53,109,0,12,0,0,0,2,0,0,0,0
Lato,Valencia CF,503.654€,34,19,904,0,0,2,18,16,8,0,92,202,0,18,0,0,0,3,0,0,0,0
Juan Carlos,SD Huesca,474.857€,34,34,727,1,0,1,4,10,3,2,56,104,0,11,0,0,1,3,0,0,0,1
Rodrigo Ely,D. Alavés,475.035€,33,35,282,0,1,1,0,1,5,1,8,50,0,4,0,0,0,0,0,0,0,0
Ilaix,FC Barcelona,474.970€,33,13,468,1,0,1,0,22,1,2,25,41,0,6,0,0,0,1,0,0,0,0
Bautista,Real Sociedad,1.120.769€,33,12,431,0,1,0,0,3,17,2,20,44,0,5,0,0,0,1,0,0,0,0
Zaldua,Real Sociedad,474.847€,33,38,352,0,1,0,2,4,4,3,18,56,0,6,0,0,0,3,0,0,0,0
Roberto Jiménez,Real Valladolid,478.326€,33,19,636,0,0,2,10,13,1,1,31,105,0,8,0,0,0,3,0,0,0,0
Pellistri,D. Alavés,524.916€,33,36,1170,0,0,0,0,11,0,0,79,212,0,17,1,29,0,0,0,0,0,0
Portillo,Getafe CF,509.531€,33,13,540,0,0,0,2,2,15,2,26,90,0,9,0,0,0,0,0,0,0,0
Soro,Granada CF,474.844€,32,35,409,0,1,1,5,1,6,0,38,103,0,6,0,0,0,1,0,0,0,0
Vavro,SD Huesca,474.866€,32,28,384,1,2,0,4,1,2,2,26,58,0,15,0,0,0,1,0,0,0,0
Javi Martínez,C.A. Osasuna,494.280€,32,16,614,0,0,0,0,19,0,3,44,83,0,6,0,0,0,1,0,0,0,1
Emre Mor,RC Celta,474.726€,32,23,358,1,1,0,1,3,4,1,32,52,0,4,0,0,0,1,0,0,0,0
Vukcevic,Levante UD,475.993€,31,17,501,0,0,0,1,0,15,2,24,71,0,8,0,0,0,2,0,0,0,0
Fede Vico,Granada CF,474.883€,31,16,815,0,0,0,0,12,3,1,28,51,0,10,0,0,1,4,0,0,0,0
Victor Rodríguez,Elche CF,476.380€,31,30,700,0,0,0,5,2,8,3,51,153,0,16,0,0,0,1,0,0,0,0
Paulo Gazzaniga,Elche CF,474.849€,30,35,416,0,0,2,1,4,1,0,27,40,0,10,0,0,0,1,0,0,0,0
Riqui Puig,FC Barcelona,682.299€,30,19,720,0,0,0,0,4,0,0,69,95,0,9,0,15,0,3,0,0,0,0
Javi Sánchez,Real Valladolid,559.691€,29,37,282,1,0,0,0,0,5,2,21,39,0,4,0,0,0,1,0,0,0,0
Nehuen,Granada CF,474.857€,29,23,920,0,0,0,1,34,3,0,55,86,0,18,0,0,0,3,0,0,0,0
Domingos Quina,Granada CF,481.730€,29,36,723,0,0,0,0,31,2,1,33,49,0,13,0,0,0,4,0,0,0,0
Sagnan,Real Sociedad,502.795€,29,15,342,2,0,0,0,0,5,3,22,45,0,8,0,0,0,1,0,0,0,0
Victor Díaz,Granada CF,474.866€,28,35,619,0,0,0,0,22,4,1,37,58,0,11,0,0,0,3,0,0,0,0
Sidnei,Real Betis,492.839€,28,23,810,0,2,1,9,35,1,1,70,137,0,19,0,0,1,3,0,0,0,0
Álex Blanco,Valencia CF,483.330€,27,31,695,0,0,0,1,25,1,0,56,55,0,14,0,0,0,1,0,0,0,0
Kike Pérez,Real Valladolid,477.903€,26,17,326,1,0,0,1,3,1,2,17,47,0,2,0,0,0,0,0,0,0,0
Raúl G Carnero,Real Valladolid,474.493€,26,18,580,0,0,0,1,6,8,2,44,78,0,13,0,0,0,2,0,0,0,0
Vaclík,Sevilla FC,474.971€,26,15,502,1,0,0,4,9,6,3,36,105,0,8,0,0,0,2,0,0,0,0
F Vázquez,Sevilla FC,569.302€,26,26,450,0,0,0,0,1,0,0,31,23,0,5,0,9,0,0,0,0,0,0
Jason,Valencia CF,494.396€,25,37,153,1,0,0,1,1,2,1,10,24,0,5,0,0,0,1,0,0,0,0
Helibelton Palacios,Elche CF,480.764€,25,34,437,0,0,1,3,4,8,0,34,91,0,7,0,0,0,3,1,0,0,0
Cárdenas,Levante UD,476.732€,25,17,741,0,0,0,6,19,6,0,50,102,0,12,0,0,0,0,0,0,0,0
Aleix García,SD Eibar,608.315€,25,14,540,0,0,0,0,5,0,0,57,53,0,10,0,15,0,0,0,0,0,0
Nino,Elche CF,478.432€,25,20,435,0,1,1,6,2,1,1,27,59,0,10,0,0,0,1,0,0,0,0
Gastón Silva,SD Huesca,479.208€,24,33,271,0,0,1,0,0,2,1,7,27,0,9,0,0,0,1,0,0,0,0
Christian Oliva,Valencia CF,494.558€,24,24,599,0,0,0,0,16,0,0,48,60,0,9,0,0,1,2,0,0,0,1
Facundo Ferreyra,RC Celta,482.194€,24,17,192,0,2,0,1,0,3,1,24,23,0,3,0,0,0,0,0,0,0,0
Augusto Fernández,Cádiz CF,483.230€,24,15,293,1,0,0,0,2,0,2,6,32,0,5,0,0,0,3,1,0,0,0
Jaume Costa,Villarreal CF,477.307€,24,23,365,0,0,0,0,5,2,0,29,40,0,9,0,0,0,1,0,0,0,0
